4 1 TRANS10165 tumblr_na0tm0ReHw1tj7hseo1_250 What does the woman do before talk ?lick lips	What does the woman do before talk ?wave	What does the woman do before talk ?sway on road	What does the woman do before talk ?sniff fire	What does the woman do before talk ?lean forward
3 0 TRANS7018 tumblr_nda8txGklg1qfpq5po1_250 What does the person do after lean on seat ?bend over seat	What does the person do after lean on seat ?pet	What does the person do after lean on seat ?exhale through nose	What does the person do after lean on seat ?talk to camera	What does the person do after lean on seat ?talks
0 4 TRANS21332 tumblr_njs8h0vTOC1u9okrxo1_400 What does the girl do after look surprised ?check on other man	What does the girl do after look surprised ?in the room	What does the girl do after look surprised ?on floor	What does the girl do after look surprised ?cross arms	What does the girl do after look surprised ?shake hand
3 1 TRANS36098 tumblr_nl0b1fP4gV1tkr178o1_400 What does the elephant with a hat do after slap friend's hand ?lean woman back	What does the elephant with a hat do after slap friend's hand ?play the guitar	What does the elephant with a hat do after slap friend's hand ?lift a clothe up	What does the elephant with a hat do after slap friend's hand ?bend body	What does the elephant with a hat do after slap friend's hand ?bite finger
4 0 TRANS28308 tumblr_ni2gaft02A1u3mx44o1_250 What does the man do after throw item up ?hit with head	What does the man do after throw item up ?lean back	What does the man do after throw item up ?speak	What does the man do after throw item up ?sleep	What does the man do after throw item up ?embrace a woman
0 3 TRANS16680 tumblr_npjox4Klua1uwrqzco1_400 What does the man do after blow kiss ?moved around	What does the man do after blow kiss ?slide down the lane	What does the man do after blow kiss ?extend both legs	What does the man do after blow kiss ?drink from can	What does the man do after blow kiss ?pitch ball at pin
3 4 TRANS10248 tumblr_n912w5GYV01teq0e2o1_400 What does the man do after laugh ?dance	What does the man do after laugh ?paw in the air	What does the man do after laugh ?wipe nose	What does the man do after laugh ?raise hand	What does the man do after laugh ?straight face
1 2 TRANS23834 tumblr_no7frjTMmN1u4wcs2o1_400 What does the man do after look at a cat ?run	What does the man do after look at a cat ?lower arm	What does the man do after look at a cat ?smile	What does the man do after look at a cat ?drive	What does the man do after look at a cat ?on table
4 0 TRANS58189 tumblr_nb1cdezKJt1t3jhfvo1_500 What does the man listening to other man do before turn forward ?laugh	What does the man listening to other man do before turn forward ?run down stairs	What does the man listening to other man do before turn forward ?push wheelbarrow	What does the man listening to other man do before turn forward ?close eye	What does the man listening to other man do before turn forward ?hold hand on head
3 1 TRANS43688 tumblr_nfk8w94say1rejkllo1_500 What does the boy do after turn head to the screen ?kiss	What does the boy do after turn head to the screen ?raise a thumb up	What does the boy do after turn head to the screen ?straight face	What does the boy do after turn head to the screen ?smile	What does the boy do after turn head to the screen ?flip
1 0 TRANS44434 tumblr_nd10jiLdyl1thwv4uo1_250 What does the mascot do after cover face ?start wave hand	What does the mascot do after cover face ?kiss a man	What does the mascot do after cover face ?smile	What does the mascot do after cover face ?lie on a bed	What does the mascot do after cover face ?flip skateboard
3 0 TRANS39843 tumblr_noagkbLLFO1rz4xj6o1_1280 What does the guy on left do before talk ?high five with another guy	What does the guy on left do before talk ?bite lip	What does the guy on left do before talk ?kiss him	What does the guy on left do before talk ?laugh	What does the guy on left do before talk ?kick legs
2 0 TRANS54434 tumblr_ncczjfdwFt1tav0gmo1_500 What does the man do after look calm ?stretch out arms	What does the man do after look calm ?talk	What does the man do after look calm ?smile	What does the man do after look calm ?say something	What does the man do after look calm ?touch hair
4 2 TRANS18765 tumblr_n8vicp8VBy1t4pld3o1_400 What does the woman do before put up two fingers ?cover ears	What does the woman do before put up two fingers ?step up	What does the woman do before put up two fingers ?drink	What does the woman do before put up two fingers ?bump beers	What does the woman do before put up two fingers ?extend hand
1 4 TRANS29983 tumblr_n9ljcuFQoT1tptpheo1_250 What does the guy on right do before nod head ?show palm	What does the guy on right do before nod head ?embrace another woman	What does the guy on right do before nod head ?act disgusted	What does the guy on right do before nod head ?long	What does the guy on right do before nod head ?knock on table
0 1 TRANS28445 tumblr_nkoj58sYJv1s5syl2o1_250 What does the woman do before walk to left ?throw	What does the woman do before walk to left ?part branch	What does the woman do before walk to left ?flip on air	What does the woman do before walk to left ?stare to left	What does the woman do before walk to left ?bounce on toe
2 4 TRANS40201 tumblr_np67fnXaAj1tatohao1_400 What does the man do before rub fox's belly ?raise eyebrows	What does the man do before rub fox's belly ?run	What does the man do before rub fox's belly ?have ice cube put into it	What does the man do before rub fox's belly ?point gun	What does the man do before rub fox's belly ?kiss fox
3 4 TRANS7631 tumblr_n9frp5eApG1t5ojzdo1_250 What does the lady do before look to left ?slant head	What does the lady do before look to left ?skate on a board	What does the lady do before look to left ?yell	What does the lady do before look to left ?hug	What does the lady do before look to left ?pump fists
4 2 TRANS44677 tumblr_nc5w7tHQNO1s71nvbo1_400 What does the man do before close mouth ?place it on top of deck	What does the man do before close mouth ?step backwards	What does the man do before close mouth ?scream	What does the man do before close mouth ?raise arm helplessly	What does the man do before close mouth ?open eye
3 0 TRANS28484 tumblr_nhs46ihJuj1tdi3uyo1_250 What does the man do after chew finger nail ?stop looking sad	What does the man do after chew finger nail ?dance	What does the man do after chew finger nail ?lean down	What does the man do after chew finger nail ?grasp a microphone	What does the man do after chew finger nail ?bounce everywhere
2 0 TRANS25646 tumblr_nhjoyzQcjX1shw3clo1_400 What does the man do after look at ornament ?adjust ornament	What does the man do after look at ornament ?rock upward	What does the man do after look at ornament ?man move eye back and forth	What does the man do after look at ornament ?walk	What does the man do after look at ornament ?kiss the woman
3 1 TRANS19262 tumblr_nhdpcfJ9wz1r440y4o1_400 What does the woman do after face the camera ?land on ground	What does the woman do after face the camera ?spin around	What does the woman do after face the camera ?hug another girl	What does the woman do after face the camera ?beside the other car	What does the woman do after face the camera ?stare something
2 0 TRANS21669 tumblr_ncl7d2DRMe1qbv408o1_r1_400 What does the person with moon mask do before roll forward with piano ?lean back	What does the person with moon mask do before roll forward with piano ?enter an intersection	What does the person with moon mask do before roll forward with piano ?play with hair	What does the person with moon mask do before roll forward with piano ?attempt to hit other guy with a piece of wood	What does the person with moon mask do before roll forward with piano ?wave
3 0 TRANS22011 tumblr_na3127otGu1t5ojzdo1_250 What does the woman do before touch a microphone cable ?stretch hand outward	What does the woman do before touch a microphone cable ?kiss cheeck	What does the woman do before touch a microphone cable ?write in book	What does the woman do before touch a microphone cable ?sing	What does the woman do before touch a microphone cable ?shout
0 3 TRANS21711 tumblr_nckb7kU2K51tvnqzoo1_500 What does the man do before wave hand ?skip	What does the man do before wave hand ?blink twice	What does the man do before wave hand ?ride a horse	What does the man do before wave hand ?spread hands out	What does the man do before wave hand ?empty
1 4 TRANS16464 tumblr_npzz6lGvVe1u32cyao1_400 What does the man do after shake head ?chew	What does the man do after shake head ?wave hand	What does the man do after shake head ?hop backwards	What does the man do after shake head ?flip other guy	What does the man do after shake head ?close a door
4 3 TRANS53337 tumblr_n8zhb6N1pA1rtk9cxo1_250 What does the man do before put hand to face ?push other person away	What does the man do before put hand to face ?open laptop	What does the man do before put hand to face ?run away	What does the man do before put hand to face ?laugh	What does the man do before put hand to face ?close eye
1 0 TRANS46086 tumblr_nb54zugNnA1qdrz8wo1_500 What does the man do after report news ?push someone away	What does the man do after report news ?smile	What does the man do after report news ?laugh	What does the man do after report news ?kiss man	What does the man do after report news ?happy
1 3 TRANS44433 tumblr_nd10jiLdyl1thwv4uo1_250 What does the mascot do before start wave hand ?talk something	What does the mascot do before start wave hand ?walk	What does the mascot do before start wave hand ?laugh	What does the mascot do before start wave hand ?cover face	What does the mascot do before start wave hand ?turns to right
0 3 TRANS55302 tumblr_nkgnrucLOa1r0ia88o1_400 What does the woman do after pick up things ?throw a ball	What does the woman do after pick up things ?shake hand	What does the woman do after pick up things ?smile	What does the woman do after pick up things ?open the door	What does the woman do after pick up things ?stick out tongue
2 4 TRANS23 tumblr_n9y2jhq01L1rts5xfo1_250 What does the man do before point to the camera ?vacuum with unnattached tube	What does the man do before point to the camera ?tilt head	What does the man do before point to the camera ?tip hat	What does the man do before point to the camera ?removes glasses	What does the man do before point to the camera ?sing passionately
1 4 TRANS27545 tumblr_ngqv0fIvLp1qd80wyo1_400 What does the man do before stand up ?dance	What does the man do before stand up ?lean back	What does the man do before stand up ?drag head on ground	What does the man do before stand up ?spin around	What does the man do before stand up ?sign picture
1 2 TRANS11912 tumblr_narbmgkOKz1slwrsuo1_400 What does the woman do after stand on skateboard ?stroke another girl's hair	What does the woman do after stand on skateboard ?crash into train	What does the woman do after stand on skateboard ?stand on a street	What does the woman do after stand on skateboard ?blink eye	What does the woman do after stand on skateboard ?dodge a bullet
2 0 TRANS10387 tumblr_naqr8iApeZ1tknp3uo1_250 What does the man do before cover face ?spread arm	What does the man do before cover face ?sway back and forth	What does the man do before cover face ?nod head	What does the man do before cover face ?squint	What does the man do before cover face ?stare straight ahead
3 1 TRANS32375 tumblr_ni05olbLcN1u1c6rno1_250 What does the man do before fall from chair ?lift up arm	What does the man do before fall from chair ?talk	What does the man do before fall from chair ?bend forward	What does the man do before fall from chair ?stretch out right hand	What does the man do before fall from chair ?swing arm
2 4 TRANS56323 tumblr_njp3miZ3JJ1tkzrlwo1_540 What does the woman do before lower hand ?stick tongue out	What does the woman do before lower hand ?smile	What does the woman do before lower hand ?touch girls hair	What does the woman do before lower hand ?pick friend up	What does the woman do before lower hand ?raise hands
1 4 TRANS50783 tumblr_nebsdeAxMv1tlysvco1_250 What does the man do before put on a hat ?fall on the ground	What does the man do before put on a hat ?grab other man's hand	What does the man do before put on a hat ?blow a kiss	What does the man do before put on a hat ?hand down	What does the man do before put on a hat ?talk
4 2 TRANS18592 tumblr_nav5cxDWtT1tv0ziio1_400 What does the man do after get a kiss from woman ?adjust the microphone	What does the man do after get a kiss from woman ?run with torch	What does the man do after get a kiss from woman ?smile	What does the man do after get a kiss from woman ?land on dog	What does the man do after get a kiss from woman ?remove the mask
3 0 TRANS29760 tumblr_niqlvp6RBw1te3vrpo1_540 What does the woman do after walk ?look aside	What does the woman do after walk ?drink from bottle	What does the woman do after walk ?lift left arm up	What does the woman do after walk ?bend	What does the woman do after walk ?dance
2 1 TRANS45687 tumblr_n8q38bvjRB1tg6xino1_250 What does the woman do before wave hand ?step left	What does the woman do before wave hand ?eat a hotdog	What does the woman do before wave hand ?touch grass	What does the woman do before wave hand ?flip over	What does the woman do before wave hand ?behind mirror
0 1 TRANS21517 tumblr_n97vfsXK3r1tg8fs5o1_500 What does the woman do before smile ?cover mouth	What does the woman do before smile ?drink from bottle	What does the woman do before smile ?moving hand	What does the woman do before smile ?hook leg over dance partner	What does the woman do before smile ?wave hand gesture
2 0 TRANS29097 tumblr_n94vgu7eef1rraz85o1_400 What does the man do before smile in excitement ?stare ahead	What does the man do before smile in excitement ?raise arm	What does the man do before smile in excitement ?run away	What does the man do before smile in excitement ?spread arm	What does the man do before smile in excitement ?cut vegetables
0 1 TRANS46094 tumblr_npkm6wiSO51sslx8ho1_500 What does the woman do after stare the screen ?roll eyeball around	What does the woman do after stare the screen ?walk	What does the woman do after stare the screen ?touch neck	What does the woman do after stare the screen ?blow hair	What does the woman do after stare the screen ?flip hair
0 4 TRANS20201 tumblr_nbcgxcAnLa1qc6y5wo1_400 What does the man on right do before lift arms ?slide down chair	What does the man on right do before lift arms ?body  halfway off the floor during exercise	What does the man on right do before lift arms ?lower arm	What does the man on right do before lift arms ?smoke	What does the man on right do before lift arms ?nod head
0 2 TRANS9757 tumblr_n9o3ecQ2qW1tnenrmo1_250 What does the lady do before look up ?smile	What does the lady do before look up ?talk	What does the lady do before look up ?lower hand	What does the lady do before look up ?hop on rock	What does the lady do before look up ?wink
0 3 TRANS48427 tumblr_nfodj8xom01s3att3o1_500 What does the man do before step back ?walk forward	What does the man do before step back ?smile	What does the man do before step back ?laugh	What does the man do before step back ?cut wood	What does the man do before step back ?talk
0 1 TRANS35689 tumblr_nc47bdxzrD1taknwvo1_500 What does the person on left do before laugh ?talk	What does the person on left do before laugh ?lift hand up	What does the person on left do before laugh ?play on step	What does the person on left do before laugh ?shoot puck	What does the person on left do before laugh ?okay
1 3 TRANS11236 tumblr_nbdro9plFr1tfri6co1_400 What does the young man in stripped shirt do after smile ?land on floor	What does the young man in stripped shirt do after smile ?hug lady	What does the young man in stripped shirt do after smile ?wreck	What does the young man in stripped shirt do after smile ?tap friend	What does the young man in stripped shirt do after smile ?ride the motorcycle
1 2 TRANS39212 tumblr_nnncvfE8HF1r1zo9yo1_400 What does the boy with striped shirt do after watch calmly ?reach out	What does the boy with striped shirt do after watch calmly ?hit other man	What does the boy with striped shirt do after watch calmly ?wear expression of shock	What does the boy with striped shirt do after watch calmly ?step back	What does the boy with striped shirt do after watch calmly ?raise arm
4 3 TRANS35031 tumblr_ne4ukt1AIR1r7zltao1_400 What does the woman do before dance ?miss to pick up ball	What does the woman do before dance ?slide off table	What does the woman do before dance ?bite lip	What does the woman do before dance ?raise bouquet	What does the woman do before dance ?kiss him
4 3 TRANS29638 tumblr_njpxf0JW6w1tv3dkjo1_500 What does the man wearing a black jacket and white shirt do after stand with head up ?drink beer	What does the man wearing a black jacket and white shirt do after stand with head up ?hug a man	What does the man wearing a black jacket and white shirt do after stand with head up ?dance	What does the man wearing a black jacket and white shirt do after stand with head up ?turn around	What does the man wearing a black jacket and white shirt do after stand with head up ?pose for picture
0 4 TRANS56559 tumblr_nowv0v6oWj1uwbrato1_500 What does the girl do before look around herself ?hand on cheek	What does the girl do before look around herself ?smile	What does the girl do before look around herself ?touch a man's face	What does the girl do before look around herself ?lay down on floor	What does the girl do before look around herself ?run
0 1 TRANS45506 tumblr_nf1nlpijnR1u2lw0po1_400 What does the man do after walk ?jump in puddle	What does the man do after walk ?comfort patient	What does the man do after walk ?kick ball into goal	What does the man do after walk ?start read book	What does the man do after walk ?run in place
0 3 TRANS39471 tumblr_nhvbgxJW4s1u6lo1go1_400 What does the boy do before open the book ?see the whale	What does the boy do before open the book ?open eye	What does the boy do before open the book ?close legs together	What does the boy do before open the book ?toss	What does the boy do before open the book ?ride on sidewalk
2 4 TRANS10327 tumblr_ni7bzqpypD1trvyawo1_400 What does the man on right do before turn head toward someone on left ?cover face	What does the man on right do before turn head toward someone on left ?sway head	What does the man on right do before turn head toward someone on left ?whisper something	What does the man on right do before turn head toward someone on left ?squint eye	What does the man on right do before turn head toward someone on left ?scream
1 0 TRANS9901 tumblr_npw90lh5iv1u3y1flo1_400 What does the guy do before talk ?thumb up	What does the guy do before talk ?talk to a woman	What does the guy do before talk ?wink	What does the guy do before talk ?drift into sleep	What does the guy do before talk ?run
3 2 TRANS56652 tumblr_nhxforhx5a1rx75eko1_400 What does the lady do after walk ?catch a snowball	What does the lady do after walk ?stop it from spin	What does the lady do after walk ?lean on man	What does the lady do after walk ?walk out	What does the lady do after walk ?blow kiss
0 2 TRANS55301 tumblr_nkgnrucLOa1r0ia88o1_400 What does the woman do before open the door ?face ocean	What does the woman do before open the door ?smile	What does the woman do before open the door ?pick up things	What does the woman do before open the door ?shake hair	What does the woman do before open the door ?lay down stick
0 2 TRANS40100 tumblr_n939ymGjYz1teogu2o1_400 What does the man on center do after move arm ?spin around	What does the man on center do after move arm ?roll off tiny couch	What does the man on center do after move arm ?walk backward	What does the man on center do after move arm ?touch woman's hair	What does the man on center do after move arm ?bite glove off
1 2 TRANS16015 tumblr_nguxxvuPLQ1s6sj31o1_400 What does the guy to the right do before cover a hole ?focus on the ball	What does the guy to the right do before cover a hole ?perform trick	What does the guy to the right do before cover a hole ?slip around	What does the guy to the right do before cover a hole ?become disgusted	What does the guy to the right do before cover a hole ?eat
2 4 TRANS3831 tumblr_nopyj6DOCW1ryce90o1_250 What does the man do before look up ?inhale slowly	What does the man do before look up ?kneel down	What does the man do before look up ?peck shoot glass	What does the man do before look up ?puff up	What does the man do before look up ?kick ball
4 3 TRANS46414 tumblr_nbh1deqvo01tl6l5bo1_250 What does the man in an olive drab jacket do after walk away from the camera ?laugh	What does the man in an olive drab jacket do after walk away from the camera ?kiss her	What does the man in an olive drab jacket do after walk away from the camera ?smile	What does the man in an olive drab jacket do after walk away from the camera ?turn around	What does the man in an olive drab jacket do after walk away from the camera ?shake head
3 1 TRANS43138 tumblr_nb6glp1YfP1rxgbfdo1_500 What does the man do after look embarrass ?walk through door	What does the man do after look embarrass ?scratch the back of head	What does the man do after look embarrass ?lie down	What does the man do after look embarrass ?close eye	What does the man do after look embarrass ?raise arm over head
0 4 TRANS18204 tumblr_nc216vPG4X1tdjuqvo1_400 What does the cat do after sits low ?bump head	What does the cat do after sits low ?sneak up on guy against wall	What does the cat do after sits low ?kiss man	What does the cat do after sits low ?shoot a basket	What does the cat do after sits low ?stands
1 3 TRANS23358 tumblr_nbuwnkT1vH1rwppz1o1_250 What does the man do after turn body ?blink	What does the man do after turn body ?talk	What does the man do after turn body ?scream	What does the man do after turn body ?cross arm	What does the man do after turn body ?sleep
3 1 TRANS46459 tumblr_ncmh5cTtJl1t6qjd2o1_400 What does the man do before kick leg ?smile	What does the man do before kick leg ?play air guitar	What does the man do before kick leg ?shake head	What does the man do before kick leg ?drop weight	What does the man do before kick leg ?flip microphone
1 3 TRANS10887 tumblr_nczg2aOKa01tugd7xo1_400 What does the soldier on right do before trip over tire ?twirl to the left	What does the soldier on right do before trip over tire ?execute a pushup	What does the soldier on right do before trip over tire ?brush hair	What does the soldier on right do before trip over tire ?kick	What does the soldier on right do before trip over tire ?in elevator
3 1 TRANS24591 tumblr_n9xu4w1Lfq1tatohao1_400 What does the cat do before turn around ?lower arm	What does the cat do before turn around ?kick a door	What does the cat do before turn around ?appear from left	What does the cat do before turn around ?empty	What does the cat do before turn around ?write with pencil
1 3 TRANS5820 tumblr_noikj9h4iM1uvdkzko1_400 What does the dude do after grab bottom of shirt ?scrunch finger	What does the dude do after grab bottom of shirt ?raise arm	What does the dude do after grab bottom of shirt ?inhale the smoke back into mouth	What does the dude do after grab bottom of shirt ?rip it open	What does the dude do after grab bottom of shirt ?tiptoe to the left
3 2 TRANS52303 tumblr_nh2a6rTXy61th93mpo1_r1_500 What does the woman in background do before lean back ?open mouth	What does the woman in background do before lean back ?raise hand	What does the woman in background do before lean back ?stick out tongue	What does the woman in background do before lean back ?smile	What does the woman in background do before lean back ?close eye
3 0 TRANS55586 tumblr_ng1jgl7aMz1slj978o1_400 What does the frog do after try to catch tongue to a dragonfly ?touch it's tongue by two hand	What does the frog do after try to catch tongue to a dragonfly ?walk	What does the frog do after try to catch tongue to a dragonfly ?run toward man	What does the frog do after try to catch tongue to a dragonfly ?stop and turn body straight to the screen	What does the frog do after try to catch tongue to a dragonfly ?blow smoke
0 4 TRANS54345 tumblr_nqdyvfvVsB1u3j7l3o1_500 What does the man do before raise hand up ?grab woman's chin	What does the man do before raise hand up ?pick up gun	What does the man do before raise hand up ?touch another man's body	What does the man do before raise hand up ?start running	What does the man do before raise hand up ?lie on grass
2 3 TRANS18860 tumblr_nebrsyHwge1tky9gno1_400 What does the boy do after sit back in seat ?hesitate	What does the boy do after sit back in seat ?eat carrot	What does the boy do after sit back in seat ?rub hand down a woman's leg	What does the boy do after sit back in seat ?wave hand	What does the boy do after sit back in seat ?tie around metal
4 0 TRANS27918 tumblr_ncxca0P4Bi1tdmffyo1_250 What does the woman do after look in the mirror ?shake head	What does the woman do after look in the mirror ?open hand	What does the woman do after look in the mirror ?cross arm	What does the woman do after look in the mirror ?pass other man	What does the woman do after look in the mirror ?show hand
4 0 TRANS56015 tumblr_ni103vj3Vu1u86d86o1_500 What does the boy do before kiss girl ?eat ice cream	What does the boy do before kiss girl ?touch their face	What does the boy do before kiss girl ?point finger out	What does the boy do before kiss girl ?push man	What does the boy do before kiss girl ?hand a card to a guy
4 3 TRANS56560 tumblr_nowv0v6oWj1uwbrato1_500 What does the girl do after run ?push up back screen	What does the girl do after run ?throw an object	What does the girl do after run ?blow up	What does the girl do after run ?look around herself	What does the girl do after run ?knock over girl
2 4 TRANS35422 tumblr_nai0l5mxue1tosnwso1_400 What does the man on right do after talking ?push it over head	What does the man on right do after talking ?reach for woman	What does the man on right do after talking ?point	What does the man on right do after talking ?drop a cup	What does the man on right do after talking ?dancing
0 2 TRANS14627 tumblr_niug00kIQZ1tu05oyo1_400 What does the man in hat do before start walk ?talk	What does the man in hat do before start walk ?on ramp	What does the man in hat do before start walk ?bend body toward a person	What does the man in hat do before start walk ?at the bottom of the stairs	What does the man in hat do before start walk ?read book
1 2 TRANS7949 tumblr_ndtrdwML301t1o9tno1_250 What does the man on left do before slap own face ?wink eye	What does the man on left do before slap own face ?speak	What does the man on left do before slap own face ?swing at other man	What does the man on left do before slap own face ?hallway	What does the man on left do before slap own face ?erase board
4 2 TRANS28162 tumblr_ncah0nv3081t4f3epo1_500 What does the woman do after move shoulder ?cross eye	What does the woman do after move shoulder ?open mouth	What does the woman do after move shoulder ?shake body	What does the woman do after move shoulder ?pass the bong	What does the woman do after move shoulder ?show a singer
1 2 TRANS32037 tumblr_n932r0pFvS1tuatvvo1_400 What does the woman with a red clothe do before wave ?breathe out	What does the woman with a red clothe do before wave ?dance	What does the woman with a red clothe do before wave ?pick up hat	What does the woman with a red clothe do before wave ?lie between two chair	What does the woman with a red clothe do before wave ?lean forward
0 4 TRANS20966 tumblr_nd9lvuNePt1u15aayo1_400 What does the man do after look out window ?deal card	What does the man do after look out window ?smile	What does the man do after look out window ?nod head	What does the man do after look out window ?sign soccer ball	What does the man do after look out window ?drag on cigarette
1 4 TRANS34279 tumblr_nppnpzGIMu1sgpl4mo1_400 What does the man do before bend down ?lean	What does the man do before bend down ?point finger	What does the man do before bend down ?stretch out arm	What does the man do before bend down ?drop the object from hand	What does the man do before bend down ?sing
2 4 TRANS34283 tumblr_nhkxn39ENN1s3h8r8o1_400 What does the woman do before smile very big ?slide on horizontal telephone pole	What does the woman do before smile very big ?hug girl	What does the woman do before smile very big ?open mouth	What does the woman do before smile very big ?walk towards wall	What does the woman do before smile very big ?concentrate on music
0 3 TRANS32259 tumblr_nkfj17IEnK1u1pokno1_250 What does the woman do before stand ?fly	What does the woman do before stand ?dance	What does the woman do before stand ?hug together	What does the woman do before stand ?turn in circle	What does the woman do before stand ?sing
1 0 TRANS45136 tumblr_nhwanmiWzD1qlkuvao1_250 What does the woman in bed do after kiss finger ?touch frog	What does the woman in bed do after kiss finger ?raise eyebrows	What does the woman in bed do after kiss finger ?walk	What does the woman in bed do after kiss finger ?run	What does the woman in bed do after kiss finger ?stop short when a tree fall
4 1 TRANS24056 tumblr_nbwc4uneyQ1tfb0wao1_400 What does the man do after cry ?fly to the sky	What does the man do after cry ?lean back	What does the man do after cry ?hit chest	What does the man do after cry ?play with ballon	What does the man do after cry ?wave
2 3 TRANS16778 tumblr_nda4kvB8V61tyxziho1_400 What does the woman do after hug man ?wave hand	What does the woman do after hug man ?dance right	What does the woman do after hug man ?slap him in face	What does the woman do after hug man ?close door	What does the woman do after hug man ?hop across stage
2 3 TRANS4407 tumblr_nkja8oOu591up5g2do1_250 What does the teen boy do before move hand from face ?clench fist and touch head	What does the teen boy do before move hand from face ?walk toward woman	What does the teen boy do before move hand from face ?laugh	What does the teen boy do before move hand from face ?cover mouth with hand	What does the teen boy do before move hand from face ?nod head
4 3 TRANS27140 tumblr_ndcoyrI1im1rllc9co1_1280 What does the man in a black suit with blond hair do after fall to the floor ?laugh	What does the man in a black suit with blond hair do after fall to the floor ?pose	What does the man in a black suit with blond hair do after fall to the floor ?hug a tiger	What does the man in a black suit with blond hair do after fall to the floor ?spring up	What does the man in a black suit with blond hair do after fall to the floor ?stare
2 1 TRANS4398 tumblr_npcdxpuzqV1u67dyro1_250 What does the man do after look down ?twirl down	What does the man do after look down ?wave hand	What does the man do after look down ?rub hair	What does the man do after look down ?pat a dog	What does the man do after look down ?gasp in surprise
2 0 TRANS1380 tumblr_njvgb6Xeqp1u31omgo1_400 What does the man do after move both hand up and down ?pretend to pour something with left hand	What does the man do after move both hand up and down ?squat	What does the man do after move both hand up and down ?lift eyebrows up	What does the man do after move both hand up and down ?land in snow	What does the man do after move both hand up and down ?breaths on a window
3 2 TRANS37434 tumblr_nejz7hm7Cu1u2lrlao1_400 What does the woman do after lift hand ?walk	What does the woman do after lift hand ?lean forward	What does the woman do after lift hand ?blow smoke	What does the woman do after lift hand ?touch own lip	What does the woman do after lift hand ?open a present
3 1 TRANS53226 tumblr_nfdhm4hgxd1qmjp5wo1_500 What does the woman do after sing ?run hand through hair	What does the woman do after sing ?smile	What does the woman do after sing ?throw the ball	What does the woman do after sing ?push man's arm down	What does the woman do after sing ?jump onto a bed
4 3 TRANS28253 tumblr_n9pbjfB81W1twvnifo1_250 What does the boy do before laugh ?lift glass	What does the boy do before laugh ?dance	What does the boy do before laugh ?slide down hill	What does the boy do before laugh ?suspicious	What does the boy do before laugh ?lean head back
3 2 TRANS45518 tumblr_nq79d1R2uE1rered3o1_400 What does the man do after look ?lie next to a ball	What does the man do after look ?smile	What does the man do after look ?hit ball	What does the man do after look ?talk	What does the man do after look ?open eyes wide
0 3 TRANS18737 tumblr_nkwxdzTvuu1uoxwa0o1_400 What does the woman do before stand ?balance	What does the woman do before stand ?cover the head with fists	What does the woman do before stand ?lower arm	What does the woman do before stand ?blow kiss	What does the woman do before stand ?dance left
0 3 TRANS27148 tumblr_ng8ae10GVz1tfxe4ko1_500 What does the man do after press lips together ?point finger out	What does the man do after press lips together ?slow down	What does the man do after press lips together ?listen	What does the man do after press lips together ?purse lips	What does the man do after press lips together ?lean against opponent
0 2 TRANS24298 tumblr_nrigi1EkHI1qgd5tho1_500 What does the woman's face do after look up ?rub face	What does the woman's face do after look up ?kiss a kitten	What does the woman's face do after look up ?appear shock	What does the woman's face do after look up ?drink some alcohol	What does the woman's face do after look up ?hug him
4 2 TRANS29984 tumblr_n9ljcuFQoT1tptpheo1_250 What does the guy on right do after knock on table ?inside car	What does the guy on right do after knock on table ?slide down on the stair	What does the guy on right do after knock on table ?nod head	What does the guy on right do after knock on table ?fly into the water	What does the guy on right do after knock on table ?can be see from behind
4 0 TRANS38383 tumblr_nbyoe60gY11tgway4o1_400 What does the man do before shake ?touch face	What does the man do before shake ?ride a scooter	What does the man do before shake ?eat	What does the man do before shake ?raise arm	What does the man do before shake ?walk
0 3 TRANS45411 tumblr_nbqwjcLhXN1tjxypdo1_400 What does the boy in back do before smile ?head turn	What does the boy in back do before smile ?kiss to the camera	What does the boy in back do before smile ?smile	What does the boy in back do before smile ?try to occlude the party hat	What does the boy in back do before smile ?face camera
3 0 TRANS30875 tumblr_neko3rdy1l1s1pgzio1_500 What does the man on left do before spit out substance ?pump fist	What does the man on left do before spit out substance ?smile	What does the man on left do before spit out substance ?speak seriously	What does the man on left do before spit out substance ?talk with serious face	What does the man on left do before spit out substance ?surprise baby
0 2 TRANS47540 tumblr_nq0oa9NEcm1sna8pso1_500 What does the hockey player do after throws a hockey stick ?roll away	What does the hockey player do after throws a hockey stick ?flip hair	What does the hockey player do after throws a hockey stick ?takes off mask	What does the hockey player do after throws a hockey stick ?shake hand	What does the hockey player do after throws a hockey stick ?smile
3 1 TRANS22523 tumblr_njpa4yFBB41s4vjdko1_400 What does the woman do before blink ?lower leg	What does the woman do before blink ?stare straight ahead	What does the woman do before blink ?run	What does the woman do before blink ?raise eyebrows	What does the woman do before blink ?in water
1 0 TRANS27349 tumblr_nfpco7YgzP1tqwtb6o1_500 What does the man do before turn and smile ?stand	What does the man do before turn and smile ?lick lips	What does the man do before turn and smile ?sleep	What does the man do before turn and smile ?fix shirt collar	What does the man do before turn and smile ?smoke
4 0 TRANS21856 tumblr_n9tu5qMGJv1tedtzfo1_250 What does the lady do after look up ?start sing	What does the lady do after look up ?bow	What does the lady do after look up ?bend body	What does the lady do after look up ?hug friend	What does the lady do after look up ?stare ahead
