0 1 TRANS24492 tumblr_nbjsyhLncl1tujnioo1_500 What does the man do after look serious ?step back	What does the man do after look serious ?drink from a glass	What does the man do after look serious ?wave hand around	What does the man do after look serious ?slide on two wheels	What does the man do after look serious ?cross road
4 2 TRANS41987 tumblr_nbfz1vhvmt1t6ksnpo2_500 What does the teenage man do before wave ?kiss the woman's forehead	What does the teenage man do before wave ?say something	What does the teenage man do before wave ?rotate slowly	What does the teenage man do before wave ?laugh	What does the teenage man do before wave ?talk
0 3 TRANS56258 tumblr_ncazoq85vS1s4oc34o1_400 What does the man with a yellow clothe do after stop friends ?push him away	What does the man with a yellow clothe do after stop friends ?throw bottle	What does the man with a yellow clothe do after stop friends ?blow smoke	What does the man with a yellow clothe do after stop friends ?look angry	What does the man with a yellow clothe do after stop friends ?knock down
1 0 TRANS29470 tumblr_no1p33MsIj1utp1xwo1_500 What does the man do after raise hand ?high five with a woman	What does the man do after raise hand ?hug man	What does the man do after raise hand ?bite a cigarette	What does the man do after raise hand ?kiss a man	What does the man do after raise hand ?sing closely together
1 4 TRANS9278 tumblr_ngqw2fXCTZ1rlpvdxo1_250 What does the man do after smile ?land on skateboard	What does the man do after smile ?shrug shoulder	What does the man do after smile ?step	What does the man do after smile ?squat to the fan	What does the man do after smile ?bite lips
1 4 TRANS8844 tumblr_nk6u7h2I8Z1saeojro1_400 What does the man do after stare ?hover by the fire	What does the man do after stare ?drink	What does the man do after stare ?smoke	What does the man do after stare ?shrug shoulder	What does the man do after stare ?step back
3 0 TRANS29697 tumblr_ni2r0l3BTc1slj978o1_400 What does the fox do before get scared off by a cat ?find food	What does the fox do before get scared off by a cat ?slap man on right	What does the fox do before get scared off by a cat ?kiss husband	What does the fox do before get scared off by a cat ?slide forward	What does the fox do before get scared off by a cat ?hug other guy
1 3 TRANS5820 tumblr_noikj9h4iM1uvdkzko1_400 What does the dude do after grab bottom of shirt ?scrunch finger	What does the dude do after grab bottom of shirt ?raise arm	What does the dude do after grab bottom of shirt ?inhale the smoke back into mouth	What does the dude do after grab bottom of shirt ?rip it open	What does the dude do after grab bottom of shirt ?tiptoe to the left
1 2 TRANS38298 tumblr_nl0cd5Bk491tfadmzo1_400 What does the first man do after show ?kick dog	What does the first man do after show ?shake head	What does the first man do after show ?view change to second man	What does the first man do after show ?kiss guy	What does the first man do after show ?cry out in pain
3 2 TRANS50435 tumblr_nhxbfztqER1tzhdamo1_500 What does the man do before point finger ?face forward	What does the man do before point finger ?smile	What does the man do before point finger ?jump	What does the man do before point finger ?touch another person	What does the man do before point finger ?open mouth wide
4 0 TRANS37654 tumblr_nghnsy9tub1skqoaho1_400 What does the man do after get pied ?wear hat	What does the man do after get pied ?hit fish with stick	What does the man do after get pied ?reach out	What does the man do after get pied ?step up	What does the man do after get pied ?raise head
4 2 TRANS52394 tumblr_nhg1prJJSf1u75yfvo1_500 What does the man do after hold hand to mouth ?touch hair	What does the man do after hold hand to mouth ?walk in to small room	What does the man do after hold hand to mouth ?blow a kiss at camera	What does the man do after hold hand to mouth ?open mouth wide	What does the man do after hold hand to mouth ?raise finger gun
3 1 TRANS51935 tumblr_n9l6t6WLLm1shsozuo1_500 What does the man on left do before smile ?open mouth	What does the man on left do before smile ?say something	What does the man on left do before smile ?grab woman's hair	What does the man on left do before smile ?touch chin with hand	What does the man on left do before smile ?walk in the snow
1 0 TRANS49752 tumblr_ng8yynWpbN1u5tr2io1_250 What does the girl do after touch head ?drop hand	What does the girl do after touch head ?smile	What does the girl do after touch head ?laugh to a man	What does the girl do after touch head ?lie next to baby	What does the girl do after touch head ?talk to two people
2 1 TRANS5982 tumblr_nl0ukbRIlb1tz9jaqo1_250 What does the soccer ball do after man's head ?smile	What does the soccer ball do after man's head ?net	What does the soccer ball do after man's head ?yell	What does the soccer ball do after man's head ?shouting	What does the soccer ball do after man's head ?smoke a cigarette
0 4 TRANS58098 tumblr_np0bdooxmU1uwhbn9o1_540 What does the drummer do after concentrate ?jump	What does the drummer do after concentrate ?run flip over metal bar	What does the drummer do after concentrate ?throw food at other man	What does the drummer do after concentrate ?push back hair	What does the drummer do after concentrate ?smile
4 0 TRANS28956 tumblr_n8s6um7qEO1sgwxtwo1_250 What does the boy in purple shirt do after look at camera ?thumb up	What does the boy in purple shirt do after look at camera ?raise hand up	What does the boy in purple shirt do after look at camera ?sing into microphone	What does the boy in purple shirt do after look at camera ?talk to two people	What does the boy in purple shirt do after look at camera ?speak to camera
2 4 TRANS35650 tumblr_nj9u3afOHJ1u182quo1_400 What does the man do after walk forward ?lift head	What does the man do after walk forward ?reach out	What does the man do after walk forward ?point gun	What does the man do after walk forward ?hide behind corner	What does the man do after walk forward ?dance
1 4 TRANS8173 tumblr_n8ptm83Gmv1sc1cefo1_250 What does the man on the left do before touch other man's head ?represent 20	What does the man on the left do before touch other man's head ?wrap hand around man	What does the man on the left do before touch other man's head ?dress fall off and another dress be reveal	What does the man on the left do before touch other man's head ?pass puck to teammate	What does the man on the left do before touch other man's head ?tap forehead against teammate
0 2 TRANS50488 tumblr_nbz9evJpXZ1tgqwj8o1_250 What does the woman do after close eye ?open eyes wide	What does the woman do after close eye ?raise eyebrows	What does the woman do after close eye ?blink rapidly	What does the woman do after close eye ?run	What does the woman do after close eye ?talk
4 1 TRANS18404 tumblr_naeek5CTnf1tpqc8uo1_400 What does the man do after fan ?brush hair	What does the man do after fan ?hit a girl with fan	What does the man do after fan ?lean forward	What does the man do after fan ?remove a cloak	What does the man do after fan ?embrace
1 3 TRANS30410 tumblr_nr77in6HRv1urraj4o1_500 What does the man do after shake head ?silly	What does the man do after shake head ?slap trashcan lids down	What does the man do after shake head ?shake body	What does the man do after shake head ?open mouth	What does the man do after shake head ?spin on pole
0 3 TRANS30761 tumblr_ncucg1HZfU1twn2sfo1_400 What does the man do before step back ?watch an animal	What does the man do before step back ?slide downward	What does the man do before step back ?looks back	What does the man do before step back ?raise hand	What does the man do before step back ?inside car
4 3 TRANS27669 tumblr_n96ket0CCZ1ttls4yo1_400 What does the man who is on the left do before point finger to shoot a target ?fix hair	What does the man who is on the left do before point finger to shoot a target ?lick the woman's hand	What does the man who is on the left do before point finger to shoot a target ?sleep	What does the man who is on the left do before point finger to shoot a target ?stand with another man	What does the man who is on the left do before point finger to shoot a target ?smoke
4 3 TRANS27102 tumblr_ng5aqx1lf91s4gxnlo1_500 What does the boy do after hold a mic ?cross legs on a table	What does the boy do after hold a mic ?swing instrument	What does the boy do after hold a mic ?bend body backward	What does the boy do after hold a mic ?talk into mic	What does the boy do after hold a mic ?stretch arms
3 0 TRANS1950 tumblr_nex4xp2DL31slj978o1_250 What does the cat do after stand ?move curtain	What does the cat do after stand ?startle out	What does the cat do after stand ?gaze	What does the cat do after stand ?bark at something	What does the cat do after stand ?ruffle hair
0 2 TRANS47020 tumblr_ngar4bIONj1s9bfwko1_400 What does the man with a red shirt do after stand still ?walk	What does the man with a red shirt do after stand still ?pick up napkin	What does the man with a red shirt do after stand still ?wave and dance	What does the man with a red shirt do after stand still ?sit in hand	What does the man with a red shirt do after stand still ?laugh
1 4 TRANS38297 tumblr_nl0cd5Bk491tfadmzo1_400 What does the first man do before view change to second man ?reach for a ball	What does the first man do before view change to second man ?lay down	What does the first man do before view change to second man ?lift leg	What does the first man do before view change to second man ?lean back	What does the first man do before view change to second man ?show
4 3 TRANS13510 tumblr_nb2ajl9DH41tkdgp6o1_250 What does the man do after touch hair ?in closet	What does the man do after touch hair ?appear shock	What does the man do after touch hair ?creep forward	What does the man do after touch hair ?kick leg	What does the man do after touch hair ?brush hand on left shoulder
3 2 TRANS26512 tumblr_nhzzy8iw8u1u7bawoo1_250 What does the man do after shake hips ?on	What does the man do after shake hips ?open door slowly	What does the man do after shake hips ?shake shoulder	What does the man do after shake hips ?cross arm	What does the man do after shake hips ?lower hand
2 1 TRANS44958 tumblr_ncth2lxWbt1t7yv08o1_400 What does the woman do after laugh ?open door	What does the woman do after laugh ?shake head	What does the woman do after laugh ?close a door	What does the woman do after laugh ?run over by the segway	What does the woman do after laugh ?point to right cheek
3 0 TRANS17781 tumblr_nah4qi9p621tg1uwio1_400 What do the sunglasses do before fall off girls head ?on girls head	What do the sunglasses do before fall off girls head ?yell	What do the sunglasses do before fall off girls head ?smile	What do the sunglasses do before fall off girls head ?cheer to camera	What do the sunglasses do before fall off girls head ?shock
0 4 TRANS35479 tumblr_n9vumtfxMq1txd03uo1_400 What does the man do before put on a bra ?run toward water	What does the man do before put on a bra ?point forward	What does the man do before put on a bra ?drop head	What does the man do before put on a bra ?lean to the left	What does the man do before put on a bra ?sing
1 0 TRANS25846 tumblr_n8tkdr4Eby1rdyrrfo1_400 What does the lady do after hit head ?shock	What does the lady do after hit head ?lean back	What does the lady do after hit head ?walk sand	What does the lady do after hit head ?fly	What does the lady do after hit head ?pass ball to another person
0 2 TRANS50995 tumblr_ne3ne5opC11sgl8xeo1_500 What does the woman do before raise arms ?walk backwards	What does the woman do before raise arms ?raise one eyebrow	What does the woman do before raise arms ?touch lips	What does the woman do before raise arms ?run	What does the woman do before raise arms ?stop to enter door
1 3 TRANS21670 tumblr_ncl7d2DRMe1qbv408o1_r1_400 What does the person with moon mask do after lean back ?calm	What does the person with moon mask do after lean back ?show object	What does the person with moon mask do after lean back ?walks forward	What does the person with moon mask do after lean back ?roll forward with piano	What does the person with moon mask do after lean back ?watch something
4 0 TRANS26044 tumblr_nair0h4zFL1snwq4go1_1280 What does the woman do after grab hair ?roll eye	What does the woman do after grab hair ?watch	What does the woman do after grab hair ?pose	What does the woman do after grab hair ?aim	What does the woman do after grab hair ?answer the phone
2 1 TRANS42230 tumblr_nk29kx3YYa1tmp8jxo1_500 What does the woman do after stare ?walk on stage	What does the woman do after stare ?blow smoke	What does the woman do after stare ?touch nose	What does the woman do after stare ?open mouth	What does the woman do after stare ?raise arm
3 2 TRANS35490 tumblr_nb0pkreKb81tjr3nro1_400 What do the guys do after scream into mic ?lean over	What do the guys do after scream into mic ?lift it above head	What do the guys do after scream into mic ?play drum and guitar	What do the guys do after scream into mic ?bend over	What do the guys do after scream into mic ?bite the other fox
3 2 TRANS56652 tumblr_nhxforhx5a1rx75eko1_400 What does the lady do after walk ?catch a snowball	What does the lady do after walk ?stop it from spin	What does the lady do after walk ?lean on man	What does the lady do after walk ?walk out	What does the lady do after walk ?blow kiss
4 2 TRANS55874 tumblr_nbjom6xSMb1tkxnzho1_500 What does the person do after rotate head ?push object into a wall	What does the person do after rotate head ?run around	What does the person do after rotate head ?stare forward	What does the person do after rotate head ?start to fake kick him	What does the person do after rotate head ?bring hand towards face
4 1 TRANS17340 tumblr_n8rnwltUJl1rj9gnoo1_400 What does the man do after hold hand to face ?run out of the screen	What does the man do after hold hand to face ?smile	What does the man do after hold hand to face ?land in snow	What does the man do after hold hand to face ?lower hand	What does the man do after hold hand to face ?remove hand from neck
1 4 TRANS14311 tumblr_nbgwtmfZZm1t29cvfo1_500 What does the man do before hold chin ?lifting head	What does the man do before hold chin ?rub body	What does the man do before hold chin ?pinch man's arm	What does the man do before hold chin ?lift leg	What does the man do before hold chin ?show eight fingers
4 3 TRANS28539 tumblr_nnjk2xnlKE1uuqdooo1_250 What does the man in blue shirt do before tap other guy leg ?spread arms	What does the man in blue shirt do before tap other guy leg ?cross arm	What does the man in blue shirt do before tap other guy leg ?reach out	What does the man in blue shirt do before tap other guy leg ?laugh	What does the man in blue shirt do before tap other guy leg ?stretch arm
1 0 TRANS39852 tumblr_nekkoo8eQO1r967ipo1_500 What does the man do after kiss girl ?look forward	What does the man do after kiss girl ?lift head up	What does the man do after kiss girl ?raise arm	What does the man do after kiss girl ?spin table left	What does the man do after kiss girl ?swing on a branch
0 1 TRANS30652 tumblr_nb6u9d3Ja51tkddqvo1_400 What does the woman do after bend ?smile	What does the woman do after bend ?pump and lower	What does the woman do after bend ?speak into microphone	What does the woman do after bend ?talk to camera	What does the woman do after bend ?surprise baby
4 0 TRANS45237 tumblr_nrae7mMdrN1ua4mf8o1_400 What does the cat do before cheese on face ?face clean	What does the cat do before cheese on face ?run to base	What does the cat do before cheese on face ?throw arm out	What does the cat do before cheese on face ?jump	What does the cat do before cheese on face ?pick up dog
4 2 TRANS28150 tumblr_nnjw9z68lq1u3hgt0o1_250 What does the man do after act like omitting ?cross arm	What does the man do after act like omitting ?open mouth	What does the man do after act like omitting ?shake head	What does the man do after act like omitting ?pass bus	What does the man do after act like omitting ?show heart finger
0 1 TRANS53795 tumblr_ndbt26IRlT1rwp7r4o1_500 What does the man in hall do before turn around ?talk to camera	What does the man in hall do before turn around ?grab girl by the arm	What does the man in hall do before turn around ?smile	What does the man in hall do before turn around ?fall off bike	What does the man in hall do before turn around ?face to the side
1 0 TRANS20324 tumblr_noyfekqixM1sj7lv3o1_400 What does the helicopter man do after move ?pick nose	What does the helicopter man do after move ?wave	What does the helicopter man do after move ?rise to feet	What does the helicopter man do after move ?dance	What does the helicopter man do after move ?blink eyes
4 0 TRANS15846 tumblr_ncfopjN3QK1ts7wbfo1_400 What does the man do after blink eyes ?hold arm high	What does the man do after blink eyes ?hop	What does the man do after blink eyes ?smoke	What does the man do after blink eyes ?wave	What does the man do after blink eyes ?splash water
2 4 TRANS20109 tumblr_ne9tgsqfqo1snrb8oo1_400 What does the man do before make hand gesture ?approach man for hug	What does the man do before make hand gesture ?adjust the saddle	What does the man do before make hand gesture ?circle finger	What does the man do before make hand gesture ?show a peace sign	What does the man do before make hand gesture ?blow smoke
4 2 TRANS31679 tumblr_n916q0aCLc1td6onfo1_500 What does the boy in the front of a group do before make a peace sign ?raise hand	What does the boy in the front of a group do before make a peace sign ?run	What does the boy in the front of a group do before make a peace sign ?stare	What does the boy in the front of a group do before make a peace sign ?play with a knife	What does the boy in the front of a group do before make a peace sign ?carry the tire
0 4 TRANS9302 tumblr_namrmitS3W1sjw7ogo1_250 What does the woman do after lower cup ?blows a kiss	What does the woman do after lower cup ?chew toothbrush	What does the woman do after lower cup ?wave hand	What does the woman do after lower cup ?wink an eye	What does the woman do after lower cup ?look off to the right
1 3 TRANS31895 tumblr_n9hw28peTq1s61fbqo1_400 What does the fish do before swim right ?dance	What does the fish do before swim right ?lift legs upward	What does the fish do before swim right ?bend body	What does the fish do before swim right ?look left	What does the fish do before swim right ?sing a song
3 0 TRANS40609 tumblr_nd3wo9RJe91tkhxdko1_250 What does the cat do before look up ?lie on table	What does the cat do before look up ?hit man	What does the cat do before look up ?kick at the camera	What does the cat do before look up ?pick up something	What does the cat do before look up ?shoot it
4 2 TRANS9078 tumblr_nkpquj0Nyh1u9h6d6o1_250 What does the boy on stage do after stare into distance ?stroke hair	What does the boy on stage do after stare into distance ?smoke	What does the boy on stage do after stare into distance ?surprise byt object throw	What does the boy on stage do after stare into distance ?grin	What does the boy on stage do after stare into distance ?lean to side
0 2 TRANS54631 tumblr_n8vrm1O4dM1sjzzndo1_250 What does the man do before turn away ?point a gun at the camera	What does the man do before turn away ?run away	What does the man do before turn away ?kiss girl	What does the man do before turn away ?start wave hand	What does the man do before turn away ?open
3 0 TRANS21224 tumblr_nhxyrmRV2x1u7lk74o1_400 What does the woman do after talk into headset ?wave hand	What does the woman do after talk into headset ?drink water	What does the woman do after talk into headset ?lose hold of gun	What does the woman do after talk into headset ?hide in can	What does the woman do after talk into headset ?eat noodles
2 1 TRANS46854 tumblr_nilz0gBZcA1sj2m5ko1_500 What does the man do after drink ?raise arm	What does the man do after drink ?look forward	What does the man do after drink ?kiss man on cheek	What does the man do after drink ?roll onto floor	What does the man do after drink ?kick practice dummy
3 2 TRANS45044 tumblr_ncecowzOHz1tky8vdo1_400 What does the girl in red do after run ?close mouth	What does the girl in red do after run ?open object	What does the girl in red do after run ?shake pony tail	What does the girl in red do after run ?run forward	What does the girl in red do after run ?point to the camera
1 0 TRANS42531 tumblr_ndpvlv2vBX1qfz6d1o1_500 What does the man do before roll eye ?shake head	What does the man do before roll eye ?open eyes wide	What does the man do before roll eye ?close eye	What does the man do before roll eye ?run up behind boy	What does the man do before roll eye ?point at face
2 1 TRANS3989 tumblr_ni0jvfEMjs1rgxj3lo1_250 What does the blonde haired man do before raise hand up ?drive stright	What does the blonde haired man do before raise hand up ?clap	What does the blonde haired man do before raise hand up ?run	What does the blonde haired man do before raise hand up ?exhale deeply while roll eye	What does the blonde haired man do before raise hand up ?search for man in black tee shirt
1 3 TRANS45238 tumblr_nrae7mMdrN1ua4mf8o1_400 What does the cat do after face clean ?close eye	What does the cat do after face clean ?move object away from face	What does the cat do after face clean ?step forward	What does the cat do after face clean ?cheese on face	What does the cat do after face clean ?push man down
2 1 TRANS7484 tumblr_nqlw0r5pkk1r0rbcso1_500 What does the man do after look away ?stare forward	What does the man do after look away ?block the light with hand	What does the man do after look away ?speak	What does the man do after look away ?wink	What does the man do after look away ?dance
0 3 TRANS38385 tumblr_nbyamsxkvF1sren05o1_400 What does the man do before raise arm ?lean over on all fours	What does the man do before raise arm ?point at goal	What does the man do before raise arm ?drop weight	What does the man do before raise arm ?sing	What does the man do before raise arm ?run on the field
1 4 TRANS35627 tumblr_nahw2g99HO1tcm4vxo1_500 What does the man do before touch neck ?hit man with pillow	What does the man do before touch neck ?open mouth	What does the man do before touch neck ?play with hair	What does the man do before touch neck ?behind curtain	What does the man do before touch neck ?shave face
2 0 TRANS43325 tumblr_nkn55rkkCU1uo5r7lo1_400 What does the guy do before dance ?eat	What does the guy do before dance ?step back	What does the guy do before dance ?touch head	What does the guy do before dance ?flip and turn while skate	What does the guy do before dance ?behind chair
1 2 TRANS32537 tumblr_nhhujqoyKU1tjhld9o1_400 What does the dog do before flip over ?eat spaghetti	What does the dog do before flip over ?ride a skateboard toward camera	What does the dog do before flip over ?touch ball	What does the dog do before flip over ?sing	What does the dog do before flip over ?raise arm
0 1 TRANS46269 tumblr_nrjcfkUSzB1uaedmbo1_250 What does the woman do before grab hair ?close mouth	What does the woman do before grab hair ?flip hair back and forth	What does the woman do before grab hair ?raise arm	What does the woman do before grab hair ?place hand under face	What does the woman do before grab hair ?behind car
3 1 TRANS8216 tumblr_neqn6tTQGZ1ra78amo1_100 What does the man do after look downward ?dark	What does the man do after look downward ?lift head	What does the man do after look downward ?blink	What does the man do after look downward ?talk	What does the man do after look downward ?resume control of a microphone
4 2 TRANS7745 tumblr_njvix3hzTK1u3wykjo1_250 What does the girl on right do before lift left hand ?roar	What does the girl on right do before lift left hand ?skate up ramp	What does the girl on right do before lift left hand ?stare forward	What does the girl on right do before lift left hand ?fishtail	What does the girl on right do before lift left hand ?raise arm
1 2 TRANS32998 tumblr_nl16t6Re5g1qd4dijo1_500 What does the man do after hold a bubble ?lean against wall	What does the man do after hold a bubble ?dance	What does the man do after hold a bubble ?blow another bubble	What does the man do after hold a bubble ?sing	What does the man do after hold a bubble ?walk into traffic
1 3 TRANS57249 tumblr_na24olM0Z31r1e6f9o1_500 What does the woman do before turn around ?jump the hedge	What does the woman do before turn around ?run toward a ball	What does the woman do before turn around ?throw table	What does the woman do before turn around ?face away	What does the woman do before turn around ?pick up a dog
2 0 TRANS36514 tumblr_noiez5sPNW1u58xl4o1_500 What does the man do after run into a wall ?open robe	What does the man do after run into a wall ?shake head	What does the man do after run into a wall ?spin child	What does the man do after run into a wall ?laugh	What does the man do after run into a wall ?pretend to punch another girl
1 3 TRANS27236 tumblr_nqs99p3Pvz1ts9vfxo1_250 What does the woman do after lift glass ?sing	What does the woman do after lift glass ?throw chips	What does the woman do after lift glass ?kiss the woman	What does the woman do after lift glass ?lower glass	What does the woman do after lift glass ?smile
1 4 TRANS11780 tumblr_n93a4l6k7k1tckb34o1_250 What does the woman do after look sad ?nod	What does the woman do after look sad ?smile	What does the woman do after look sad ?sing	What does the woman do after look sad ?rub hair	What does the woman do after look sad ?run away
4 1 TRANS12491 tumblr_nri21xoyMA1uag6fqo1_400 What does the guy do before put head down ?trip	What does the guy do before put head down ?toss a phone	What does the guy do before put head down ?land on the floor	What does the guy do before put head down ?display bat wing	What does the guy do before put head down ?lower head
4 3 TRANS10829 tumblr_nba4zsrstP1thacl7o1_500 What does the man do before put down shirts ?raise eyebrows	What does the man do before put down shirts ?dance	What does the man do before put down shirts ?twirl around	What does the man do before put down shirts ?brush hair	What does the man do before put down shirts ?read book
1 2 TRANS16900 tumblr_noslb4zYYu1rkr23zo1_250 What does the man on the right do after grab a woman's shirt ?run into another woman	What does the man on the right do after grab a woman's shirt ?adjust seat	What does the man on the right do after grab a woman's shirt ?kiss her	What does the man on the right do after grab a woman's shirt ?drive	What does the man on the right do after grab a woman's shirt ?stretch fingers
4 0 TRANS57915 tumblr_npfcbburKv1uqba17o1_500 What does the woman do before lead backwards ?dance	What does the woman do before lead backwards ?point left	What does the woman do before lead backwards ?close eye	What does the woman do before lead backwards ?pick up bucket	What does the woman do before lead backwards ?grab a person's arm
4 0 TRANS28628 tumblr_nkwg77Ux711r5ygbco1_250 What does the dog do after follow hand ?eat snow	What does the dog do after follow hand ?slide	What does the dog do after follow hand ?slip from rope	What does the dog do after follow hand ?cross the street	What does the dog do after follow hand ?bounce head
4 0 TRANS17066 tumblr_nen200COd21u2nf1so1_400 What does the lady do after eat item ?kiss bag	What does the lady do after eat item ?run	What does the lady do after eat item ?adjust hair	What does the lady do after eat item ?drive straight	What does the lady do after eat item ?approach cat
4 2 TRANS26783 tumblr_nremxoLJMt1qbonbmo1_400 What does the woman do before wave at the camera ?on top of dog	What does the woman do before wave at the camera ?run	What does the woman do before wave at the camera ?hug a man	What does the woman do before wave at the camera ?become angry	What does the woman do before wave at the camera ?fix hair
4 0 TRANS4825 tumblr_nd2y0o0hsA1tm7c4co1_250 What does the man do before gesture with hand ?fix coat collar	What does the man do before gesture with hand ?stare ahead	What does the man do before gesture with hand ?plead with someone	What does the man do before gesture with hand ?emerge from behind the column	What does the man do before gesture with hand ?gesture with hands
2 0 TRANS42846 tumblr_nk0daewIku1qhhc4qo1_500 What does the man do after shake a hand ?hug the man	What does the man do after shake a hand ?run	What does the man do after shake a hand ?start to wave the stick in the air	What does the man do after shake a hand ?have hand with the stick in the air	What does the man do after shake a hand ?open mouth
3 0 TRANS48204 tumblr_nafxgdF3lj1smycc8o1_500 What does the singer do after sing ?gesture with arm	What does the singer do after sing ?run	What does the singer do after sing ?go straight	What does the singer do after sing ?get hit in head with log	What does the singer do after sing ?fall
3 0 TRANS9887 tumblr_na05z08opP1ry1g5io1_400 What does the men do before walk ?film themselves	What does the men do before walk ?squat	What does the men do before walk ?wink one eye	What does the men do before walk ?lick lips	What does the men do before walk ?eat the ice cream
3 2 TRANS22086 tumblr_njxkdtyDbl1sht3fmo1_250 What does the dog do after run ?sing	What does the dog do after run ?shake head	What does the dog do after run ?open car	What does the dog do after run ?spin around	What does the dog do after run ?pose arm
1 3 TRANS14938 tumblr_natftdaDTB1rwc3zyo1_400 What does the wrestler do after stand ?show the back of the paper which cover the hamburger	What does the wrestler do after stand ?pose	What does the wrestler do after stand ?read something into microphone	What does the wrestler do after stand ?roll	What does the wrestler do after stand ?concern about something
4 2 TRANS47140 tumblr_nktuo9LS3E1qkm0g7o1_400 What does the woman on left do after look someone ?point to the camera	What does the woman on left do after look someone ?run in place	What does the woman on left do after look someone ?kiss a man	What does the woman on left do after look someone ?raise both hand	What does the woman on left do after look someone ?start to smile
3 2 TRANS56338 tumblr_niuz6lAz7m1r7gs90o1_540 What does the man do after run ?give peace sign	What does the man do after run ?say hello	What does the man do after run ?slide	What does the man do after run ?do spin	What does the man do after run ?bring hand together
3 2 TRANS26135 tumblr_nf97i5e4jP1qd3i5fo1_400 What does the woman do before roll eyes ?snap finger	What does the woman do before roll eyes ?lick leaf	What does the woman do before roll eyes ?raise eyebrows	What does the woman do before roll eyes ?stare forward	What does the woman do before roll eyes ?slide off table
1 0 TRANS14220 tumblr_nq7k6pBzzN1qm466ao1_500 What does the man do after look forward ?smoke cigarette	What does the man do after look forward ?cross finger	What does the man do after look forward ?return to original position	What does the man do after look forward ?stretch arms out	What does the man do after look forward ?perform kick flip
0 4 TRANS42216 tumblr_nk25aqnmAB1u33e4bo1_500 What does the young man do after look at woman ?blow up	What does the young man do after look at woman ?roll down the street	What does the young man do after look at woman ?spin lever	What does the young man do after look at woman ?touch to woman's head	What does the young man do after look at woman ?walk down stairs
0 4 TRANS2247 tumblr_na08xb9OsP1svos5ho1_400 What does the woman do before chew gum ?pour milk into mouth	What does the woman do before chew gum ?stomp foot	What does the woman do before chew gum ?gyrate	What does the woman do before chew gum ?raise flag	What does the woman do before chew gum ?blink
1 0 TRANS26343 tumblr_n9mv3bqKHc1rbrf4xo1_250 What does the singer do before dance ?raise hand up	What does the singer do before dance ?snap	What does the singer do before dance ?lick lips	What does the singer do before dance ?slip and get sticked in a box	What does the singer do before dance ?looks at camera
2 1 TRANS21238 tumblr_nqcyl77OKE1uvzwo8o1_400 What does the boy do after stand in a room ?wave split up the animals	What does the boy do after stand in a room ?look around	What does the boy do after stand in a room ?toss hair	What does the boy do after stand in a room ?rip open shirt	What does the boy do after stand in a room ?wipe head
2 0 TRANS50309 tumblr_noq334cIjl1uw7253o1_400 What does the man do before catch the misplaced cake ?watch a kid try to place cake on table	What does the man do before catch the misplaced cake ?raise arm	What does the man do before catch the misplaced cake ?lay	What does the man do before catch the misplaced cake ?run around corner	What does the man do before catch the misplaced cake ?step to the right
3 1 TRANS46094 tumblr_npkm6wiSO51sslx8ho1_500 What does the woman do after stare the screen ?roll eyeball around	What does the woman do after stare the screen ?walk	What does the woman do after stare the screen ?touch neck	What does the woman do after stare the screen ?blow hair	What does the woman do after stare the screen ?flip hair
4 0 TRANS21743 tumblr_ndimtneGyq1so3pgmo1_400 What does the character do before look at camera ?stare upside	What does the character do before look at camera ?lower arm	What does the character do before look at camera ?run up stairs	What does the character do before look at camera ?in pool	What does the character do before look at camera ?deal card
0 2 TRANS55181 tumblr_nd1l821BOf1tkin16o1_500 What does the man do before pull in ?walk toward kneel man	What does the man do before pull in ?smile	What does the man do before pull in ?hold girl	What does the man do before pull in ?talk	What does the man do before pull in ?jump into the air
1 4 TRANS34079 tumblr_nkm1jpxtCI1tux4fao1_400 What does the man do before pump arm ?change their position	What does the man do before pump arm ?speak	What does the man do before pump arm ?stay the same	What does the man do before pump arm ?looking down	What does the man do before pump arm ?smash cone on head
2 1 TRANS17726 tumblr_nguqs8FM591twesudo1_400 What does the woman do after kiss ?race on the road	What does the woman do after kiss ?thumb up	What does the woman do after kiss ?fall down	What does the woman do after kiss ?prepare a makeup	What does the woman do after kiss ?run into door
0 1 TRANS34809 tumblr_na8mwwLFDM1skvnslo1_400 What does the man do before pick up hat ?slide hand	What does the man do before pick up hat ?raise hand	What does the man do before pick up hat ?bite lip	What does the man do before pick up hat ?miss to pick up ball	What does the man do before pick up hat ?kiss other girl
1 2 TRANS34336 tumblr_nq3l4pzkwU1sht3fmo1_400 What does the monkey do after cover face ?blow a candle	What does the monkey do after cover face ?reach up	What does the monkey do after cover face ?type	What does the monkey do after cover face ?smile	What does the monkey do after cover face ?wake up after he fall
4 1 TRANS41539 tumblr_nr9xonZ5iR1uvfg79o1_400 What does the man do before put hand up ?smile	What does the man do before put hand up ?hit golf ball	What does the man do before put hand up ?lie down	What does the man do before put hand up ?talk about something	What does the man do before put hand up ?open arm
3 2 TRANS45262 tumblr_ng8o1nWNXz1u5segmo1_400 What does the man do after stare at camera ?laugh	What does the man do after stare at camera ?shake head	What does the man do after stare at camera ?open mouth	What does the man do after stare at camera ?smile	What does the man do after stare at camera ?kiss the man
